Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
24TyIHRNtcNihfFoWKkqzP,"Where We've Been","Where we've been, Where we go from here","Friko",2024-02-16,315633,32,mmr4r23xnc6oh1c77lysfbqg4,2024-12-02T20:12:53Z,"","ATO Records",0.272,0.355,2,-10.981,1,0.0437,0.787,0.0412,0.0876,0.116,146.426,4
78SjYKRXdivtTDHBzaehnm,"The Architect","Deeper Well","Kacey Musgraves",2024-03-15,177293,55,mmr4r23xnc6oh1c77lysfbqg4,2024-12-02T20:13:50Z,"","Interscope Records/MCA Nashville",0.696,0.366,9,-8.603,1,0.032,0.842,0,0.0858,0.441,123.285,4
42gvftYbB8lU8B6pP7Hp6k,"Jaybird","Critterland","Willi Carlisle",2024-01-26,233091,22,mmr4r23xnc6oh1c77lysfbqg4,2024-12-02T20:14:05Z,"alt country,americana,bluegrass","Signature Sounds Recordings",0.508,0.466,2,-10.13,1,0.0303,0.647,0.0000439,0.156,0.527,122.981,4
0nj9Bq5sHDiTxSHunhgkFb,"squabble up","GNX","Kendrick Lamar",2024-11-22,157992,88,mmr4r23xnc6oh1c77lysfbqg4,2024-12-03T14:02:59Z,"hip hop,west coast hip hop","pgLang, under exclusive license to Interscope Records",0.874,0.672,0,-5.568,1,0.198,0.0206,0,0.0783,0.711,103.921,4
1Ov33kwQ8c0ZnKIiHo7yl6,"Summer Bodies","No Souvenirs","Fightmilk",2024-11-15,228506,5,mmr4r23xnc6oh1c77lysfbqg4,2024-12-02T20:14:40Z,"","Fika Recordings|Insert Name Here Records",0.633,0.88,6,-5.166,1,0.0563,0.0182,0.0000146,0.13,0.395,127.861,4
72cW5CBxefKcEVa0NYpSfY,"Better Now","I'd Say I'm Not Fine","Barely Civil",2024-03-22,223381,14,mmr4r23xnc6oh1c77lysfbqg4,2024-12-02T20:15:59Z,"midwest emo","Take This To Heart",0.508,0.889,4,-5.667,1,0.0427,0.0000259,0.00951,0.43,0.769,143.923,4
5cs1jfhKfRPEMMYp0ttj1I,"Virgos Need More Love","Forgot About Me","Pouty",2024-02-09,141872,8,mmr4r23xnc6oh1c77lysfbqg4,2024-12-02T20:16:17Z,"","Get Better Records",0.465,0.888,9,-4.506,1,0.0427,0.0000272,0.0000865,0.0892,0.45,116.97,4
24vyaXcYFiYEMZffCJ5nP6,"Aliens","Is This Thing On?","Is This Thing On",2024-02-16,228982,1,mmr4r23xnc6oh1c77lysfbqg4,2024-12-02T20:16:32Z,"","Casino Time Records",0.288,0.49,5,-9.961,1,0.0402,0.0773,0.000021,0.109,0.258,203.714,4
04i9H82DezZEgbvupBIRq9,"I'm Not Dead","Forever","Charly Bliss",2024-08-16,180147,20,mmr4r23xnc6oh1c77lysfbqg4,2024-12-02T20:16:55Z,"power pop","Lucky Number",0.524,0.554,8,-4.085,1,0.0285,0.0745,0.00919,0.0654,0.532,173.857,4
2LQ46zs84tbUKDktxx00OB,"Are you like me?","Good Game Baby","Bats",2024-03-01,297766,11,mmr4r23xnc6oh1c77lysfbqg4,2024-12-02T20:17:15Z,"","1824783 Records DK",0.466,0.497,10,-8.178,1,0.0295,0.208,0.0000234,0.104,0.113,120.32,3
3tFed7YsjGnIfxeLEQwx3R,"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)","CHROMAKOPIA","Tyler, The Creator,GloRilla,Sexyy Red,Lil Wayne",2024-10-28,255915,85,mmr4r23xnc6oh1c77lysfbqg4,2024-12-02T20:17:32Z,"rap,hip hop","Columbia",0.505,0.812,1,-3.986,1,0.461,0.285,0,0.444,0.664,80.09,4
5nkNTjT9Omqr6X2xsP4Lyp,"Full Moon Night","Meet the Lostines","The Lostines",2024-04-26,305000,22,mmr4r23xnc6oh1c77lysfbqg4,2024-12-02T20:19:06Z,"","Gar Hole Records",0.612,0.471,11,-8.013,1,0.0276,0.467,0.000018,0.119,0.475,117.725,4
4O0ZRyspP8Dwdpo9DikxdH,"No One Gets Out Alive","No One Gets Out Alive","Maggie Rose",2024-04-05,330722,29,mmr4r23xnc6oh1c77lysfbqg4,2024-12-02T20:19:32Z,"","One Riot Records",0.36,0.634,2,-5.634,1,0.032,0.0269,0.00207,0.103,0.192,76.942,4
4Hk37YwJ8Q0jFNjXvhqvkw,"Apparition","Oyster Cuts","Quivers",2024-08-09,184212,24,mmr4r23xnc6oh1c77lysfbqg4,2024-12-02T20:20:03Z,"jangle pop","Merge Records",0.507,0.723,11,-5.919,1,0.0279,0.0067,0.0188,0.0724,0.821,97.162,4
1emvaO5ytjc0mZWqDjmig6,"No Caffeine","Big Sigh","Marika Hackman",2024-01-12,191786,37,mmr4r23xnc6oh1c77lysfbqg4,2024-12-02T20:21:00Z,"","Chrysalis Records",0.624,0.855,7,-6.233,1,0.0409,0.315,0.0238,0.0352,0.201,102.989,4
4FzvsiwfDPR63PVkkRnsAs,"Buffalo","The Past Is Still Alive","Hurray For The Riff Raff",2024-02-23,222773,40,mmr4r23xnc6oh1c77lysfbqg4,2024-12-02T20:21:14Z,"americana,alt country","Nonesuch",0.711,0.394,8,-9.65,1,0.0487,0.808,0.000103,0.165,0.526,79.988,4
4c4j2dLXhniKAacqqJK0zN,"Foolish and Fast","Watch Me Drive Them Dogs Wild","Merce Lemon",2024-09-27,252437,32,mmr4r23xnc6oh1c77lysfbqg4,2024-12-02T20:21:37Z,"","Darling Recordings",0.322,0.638,7,-5.532,0,0.0402,0.0229,0.000924,0.0589,0.187,170.233,3
2TmS5wJTfWrpFgakSSTdCi,"HOT ONE (with TiaCorine & A$AP Ferg)","King Of The Mischievous South Vol. 2","Denzel Curry,TiaCorine,A$AP Ferg",2024-07-19,165280,62,mmr4r23xnc6oh1c77lysfbqg4,2024-12-02T20:22:15Z,"punk rap,rap","Loma Vista Recordings",0.788,0.715,5,-5.211,1,0.119,0.698,0,0.152,0.819,81.523,4
3juc8eQreETBUlYYXy5jhd,"Highlands","Faith Crisis Pt 1","Middle Kids",2024-02-16,211855,25,mmr4r23xnc6oh1c77lysfbqg4,2024-12-02T20:22:59Z,"","Middle Kids",0.502,0.913,5,-3.949,1,0.0953,0.00662,0,0.0865,0.438,144.631,4
00cGNx0otxcMeD4GZHAJtq,"American Dreaming","Trail Of Flowers","Sierra Ferrell",2024-03-22,257297,51,mmr4r23xnc6oh1c77lysfbqg4,2024-12-02T20:23:16Z,"americana,alt country,bluegrass","Rounder",0.557,0.36,0,-9.03,0,0.04,0.597,0,0.333,0.307,82.016,4
0clnmlnbuEFBRijmhFQEWB,"Literary Mind","Letter to Self","SPRINTS",2024-01-05,272061,28,mmr4r23xnc6oh1c77lysfbqg4,2024-12-02T20:23:40Z,"post-punk","City Slang",0.27,0.886,7,-4.861,1,0.0568,0.0155,0.00469,0.12,0.543,172.721,4
6vyKPAESyy0nmIiOCWwyLO,"Jerry's Song","Seed of a Seed","Haley Heynderickx",2024-11-01,195360,33,mmr4r23xnc6oh1c77lysfbqg4,2024-12-02T20:23:54Z,"","Mama Bird Recording Co.",0.405,0.234,8,-15.601,0,0.0338,0.847,0.0897,0.109,0.199,119.977,4
08m0aW5lmyRpbqwgazEljq,"state of mind","another year","Brother Bird",2024-03-08,195440,12,mmr4r23xnc6oh1c77lysfbqg4,2024-12-02T20:24:48Z,"","Easy Does It Records",0.601,0.714,0,-7.644,1,0.0306,0.192,0.352,0.086,0.546,122.983,4
