Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
1agpUBbEJWHhyREZ33kXVW,"New Music","New Music and Big Pop","Another Michael",2021-02-19,199845,20,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T16:16:11Z,"","Run For Cover Records",0.404,0.268,3,-11.135,1,0.028,0.687,0.062,0.0921,0.229,72.971,4
5Vqk0qGS6TIsymA93Nv5ob,"Crying In Public","History Of A Feeling","Madi Diaz",2021-08-27,240106,18,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T16:18:34Z,"","Anti/Epitaph",0.525,0.114,9,-8.851,1,0.0402,0.872,0,0.11,0.429,140.801,4
0dpyzcT3RMNNSd2xKBf35I,"Be Sweet","Jubilee","Japanese Breakfast",2021-06-04,195370,62,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T16:20:16Z,"","Dead Oceans",0.653,0.877,2,-5.82,0,0.0275,0.0102,0.0000104,0.32,0.62,109.985,4
0GmFlhH4aXauDThwwTvoIp,"Cool Cool Girl","Contender","Fightmilk",2021-05-14,248571,2,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T16:22:13Z,"","Reckless Yes Records",0.479,0.933,2,-5.856,1,0.0519,0.000369,0.00000984,0.225,0.446,147.003,4
7qILvuqTMfDRRL69cHbI4t,"R U 4 Me?","Today We’re The Greatest","Middle Kids",2021-03-19,169560,31,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T16:22:58Z,"","Domino Recording Co",0.579,0.82,0,-4.824,1,0.0317,0.0884,0.00000462,0.394,0.391,115.021,4
3m1lHZsAqXvuWuakxWwaeM,"Fireman","Cool Dry Place","Katy Kirby",2021-02-19,219952,17,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T16:23:56Z,"","Keeled Scales",0.69,0.356,4,-13.137,1,0.0302,0.633,0.000173,0.179,0.406,98.956,4
6ZmUCkycyUlh4wp1IHXF32,"Imperial Twist","1975","No-No Boy,Robert Vifian",2021-04-02,215586,25,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T16:28:09Z,"","Smithsonian Folkways Recordings",0.735,0.397,2,-11.469,1,0.0318,0.5,0.139,0.11,0.675,113.994,4
6TqKy5ixONqjyATWDDdcJq,"Going Going Gone","Home Video","Lucy Dacus",2021-06-25,193866,38,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T16:30:31Z,"","Matador",0.475,0.223,11,-12.631,1,0.0774,0.951,0.057,0.467,0.567,172.699,3
1FebKR89nhi5r5vmPX5T1n,"D. I. A. L.","Don't Go Tellin' Your Momma","Topaz Jones",2021-04-23,227664,29,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T16:31:39Z,"","New Funk Academy / Black Canopy",0.69,0.628,8,-5.359,1,0.201,0.637,0,0.632,0.58,159.947,4
2Xv7xN6e5UJxRGwPWN0vYK,"The Last Man On Earth","Blue Weekend","Wolf Alice",2021-06-04,261213,35,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T16:33:12Z,"indie","Dirty Hit/RCA Records",0.259,0.284,7,-8.622,1,0.0332,0.335,0.112,0.115,0.0983,144.493,4
1Lfr9YBRpeSwCS14kBoTAg,"Moon in the Morning","Melchor Lullaby Hotline Vol. 1","Adam Melchor",2021-03-19,194266,36,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T16:34:57Z,"","R&R Digital/Warner Records",0.458,0.464,5,-9.126,0,0.031,0.799,0.0000342,0.109,0.256,122.821,4
1RcGoniZzjY3oOatGifYK1,"Valentine","Valentine","Snail Mail",2021-11-05,196173,37,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T16:38:06Z,"indie","Matador",0.488,0.623,0,-4.873,1,0.0317,0.000713,0,0.131,0.171,129.874,4
33Wlum73hbF1P7lbdIUmZ7,"Things You Could Die For If Doing While Black","Elephant In The Room","Mick Jenkins,Ben Hixon",2021-10-29,182049,0,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T16:39:26Z,"jazz rap,hip house","Cinematic Music Group",0.843,0.648,11,-5.926,0,0.0418,0.0976,0.00192,0.103,0.215,137.034,4
5kvxZsFG7khgQtR5od83dY,"I Love You, I Hate You","Sometimes I Might Be Introvert","Little Simz",2021-09-03,255693,0,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T16:42:21Z,"","AGE 101",0.53,0.769,6,-6.665,0,0.37,0.129,0.00000439,0.169,0.62,119.737,5
4VqpY8MfmBoZ4x7cvHvHQM,"Don't Be Afraid","Tychonaut","Tycho Jones",2021-05-17,213027,28,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T16:43:25Z,"","Globe Town Records",0.799,0.709,5,-6.85,1,0.0468,0.462,0.00002,0.0822,0.406,113.983,4
5i4WgW0TL9VSosy73Q3Ttv,"Right on Time","In These Silent Days","Brandi Carlile",2021-10-01,185228,45,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T16:44:59Z,"folk,americana","Low Country Sound/Elektra",0.419,0.269,7,-9.388,1,0.0356,0.626,0.0000183,0.116,0.152,121.695,4
3CAUdHOsgijdnNsjO7o7Hd,"WE ARE","WE ARE","Jon Batiste,St. Augustine High School Marching 100,David Gauthier,Gospel Soul Children Choir,Craig Adams,Braedon Gautier,Brennan Gautier,Autumn Rowe",2021-03-19,264501,36,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T16:46:18Z,"","Verve",0.472,0.488,3,-9.836,0,0.0869,0.299,0.00526,0.164,0.328,96.539,4
0Zm7NKJgoKY6ZWwtoEUILK,"Praise God","Donda","Kanye West",2021-08-29,226652,1,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T16:48:37Z,"rap","Rock The World/IDJ/Kanye LP7",0.798,0.545,1,-6.466,1,0.168,0.00904,0.0000948,0.258,0.212,118.029,4
1c2Ypjm4bmnqfjBG5Lud0g,"Two Saviors","Two Saviors","Buck Meek",2021-01-15,186156,18,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T16:49:35Z,"","Keeled Scales",0.5,0.286,11,-9.41,0,0.0414,0.84,0.000569,0.112,0.247,74.307,4
6xTp4nC8NBRSYMxGqIikSh,"Caroline","Collapsed In Sunbeams","Arlo Parks",2021-01-29,216933,52,mmr4r23xnc6oh1c77lysfbqg4,2021-12-24T17:21:34Z,"","Transgressive",0.597,0.575,10,-7.956,1,0.0392,0.378,0.0851,0.107,0.493,160.187,4
0LQcvjqp41rK1ZBuCaKGbb,"Before You Gotta Go","Things Take Time, Take Time","Courtney Barnett",2021-11-12,225632,37,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T16:51:22Z,"","Mom+Pop",0.661,0.695,7,-10.499,1,0.0319,0.153,0.67,0.108,0.262,141.95,4
4VWn77Ak5FOPEO1A4OFjFh,"(We Like To) Do It with the Lights On","Islomania","Islands",2021-06-11,225386,0,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T16:51:37Z,"","Royal Mountain Records",0.769,0.676,8,-9.451,1,0.0342,0.0139,0.00109,0.256,0.704,123.007,4
2HWJELHnneoKGVe0mRFeeD,"fan behavior","evil twin","Isaac Dunbar",2021-02-19,181853,45,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T16:55:06Z,"","RCA Records Label",0.798,0.667,6,-6.008,1,0.0622,0.00766,0.000581,0.234,0.713,129.939,4
7b6GUtcSXi4XNJvGDUCCRa,"Inside Out","Twin Flames","POSTDATA",2021-03-05,230480,12,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T16:58:05Z,"","Paper Bag Records",0.535,0.565,1,-8.692,1,0.026,0.0147,0.000167,0.0845,0.583,113.072,4
2n8AlcCqCzkOQtQP4swNiR,"He Said She Said","Screen Violence","CHVRCHES",2021-08-27,189385,0,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T16:58:39Z,"synthpop","Glassnote Entertainment Group LLC",0.577,0.619,7,-6.314,1,0.0302,0.0317,0.000154,0.123,0.297,126.915,4
2i8fcnTT5iItxMNwa8mfr3,"Telepath","The Million Masks Of God","Manchester Orchestra",2021-04-30,148786,45,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T16:59:54Z,"indie rock","Loma Vista Recordings",0.583,0.45,9,-9.873,1,0.0287,0.778,0.00399,0.139,0.492,95.923,4
0PC5y1u4BlITKAUzYzxNme,"Be My Friend","Stand For Myself","Yola",2021-07-30,208693,18,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T17:11:59Z,"retro soul,americana,folk","Easy Eye Sound",0.535,0.542,3,-5.666,1,0.0291,0.566,0,0.289,0.592,75.103,4
0ZFl3lTd1hPcmC3ibzsNEr,"DIVER","I Want The Door To Open","Lala Lala",2021-10-08,181812,24,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T17:12:59Z,"","Hardly Art",0.576,0.556,0,-9.125,1,0.0535,0.473,0.000126,0.0451,0.155,134.949,4
3Z2QRrA1NktkdDXaoVqrGV,"End of the Road","KIDS (Bonus Edition)","Noga Erez",2021-08-03,159985,0,mmr4r23xnc6oh1c77lysfbqg4,2021-12-24T17:23:20Z,"","City Slang",0.899,0.557,7,-7.966,1,0.245,0.0786,0,0.0777,0.464,99.975,4
3gru1C4urrcg1x2HKy7QUi,"Strange - Edit","Not Your Muse (Deluxe)","Celeste",2021-01-29,198374,45,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T17:25:02Z,"","Polydor Records",0.362,0.0826,2,-9.893,1,0.0379,0.931,0.00000847,0.121,0.134,135.976,4
3zq01YZlQApdQjkmNjbruc,"Timothy","Soft","Yellow Ostrich",2021-04-23,272755,0,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T17:26:58Z,"","Barsuk Records",0.578,0.44,10,-9.652,1,0.0276,0.501,0.0000014,0.211,0.337,146.055,4
0SXuC2ctXtUzijK7891TdZ,"Barbara Ann","Sucker Supreme","Rosie Tucker",2021-04-30,195733,17,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T17:26:38Z,"","Epitaph",0.632,0.813,10,-5.337,1,0.0349,0.00218,0.000109,0.102,0.388,118.001,4
4x5YzxjrF9wvIIXJV7TveC,"Till Forever Falls Apart","Ashlyn","Ashe,FINNEAS",2021-05-07,222926,69,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T17:29:44Z,"","Mom+Pop",0.346,0.501,2,-6.939,1,0.0364,0.421,0,0.0657,0.299,99.855,4
4leJ4U2wXMyYz5NUSbKXms,"I Already Love You","Leftovers","Le Ren",2021-10-15,203786,17,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T17:33:40Z,"indie folk","Secretly Canadian",0.467,0.227,2,-9.854,1,0.0324,0.91,0.0213,0.121,0.25,124.368,4
46IZ0fSY2mpAiktS3KOqds,"Easy On Me","30","Adele",2021-11-19,224694,79,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T17:31:38Z,"soft pop","Columbia",0.604,0.366,5,-7.519,1,0.0282,0.578,0,0.133,0.13,141.981,4
78bsqObGFUD5ntweePBhIY,"Van Horn","The Original Motion Picture Soundtrack","Saint Motel",2021-06-25,161120,48,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T17:39:16Z,"","Elektra (NEK)",0.642,0.806,8,-4.568,1,0.0421,0.00281,0.0000217,0.186,0.43,124.514,4
3xJu5hrOU9OvFQSGLQiwQS,"Anthony Kiedis","Juno","Remi Wolf",2021-10-15,171897,46,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T17:44:35Z,"","Island Records",0.754,0.672,0,-5.641,0,0.0466,0.0279,0.00000178,0.0884,0.866,95.05,4
05HQ6KrftQ0kvnvM1qE5pt,"I Like the Way You Die","Written & Directed","Black Honey",2021-03-19,188026,38,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T17:46:09Z,"","Foxfive Records",0.546,0.76,9,-6.887,0,0.0399,0.00629,0.0000466,0.0737,0.41,101.936,4
0Gf2hEQEVBcwgy40JyO9LK,"Everyone's A Winner","This Is Really Going To Hurt","Flyte",2021-04-09,209493,42,mmr4r23xnc6oh1c77lysfbqg4,2021-12-24T17:24:56Z,"","Universal-Island Records Ltd.",0.588,0.363,9,-9.153,1,0.0281,0.185,0.00883,0.149,0.509,142.993,4
40S5WFITImmsEWCxnYE2BV,"Year Of The Spider","Year Of The Spider","Shannon & The Clams",2021-08-20,150786,29,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T17:47:13Z,"garage rock,surf rock","Easy Eye Sound",0.467,0.908,4,-3.261,1,0.0462,0.326,0.000213,0.117,0.632,135.94,4
4TVhfRRN46NQU019lmr4Kw,"21","Highs in the Minuses","Charlotte Cornfield",2021-10-29,270095,0,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T17:53:43Z,"","Double Double Whammy",0.539,0.174,7,-10.924,1,0.0327,0.749,0.00889,0.1,0.176,137.832,3
19nAFyw1nrMOofGB92ljdu,"Party Anthem","Madison","Sloppy Jane",2021-11-05,201146,20,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T18:34:58Z,"","Dead Oceans",0.414,0.514,8,-7.367,1,0.0369,0.0931,0.000124,0.105,0.263,130.179,3
3alP0rX4ErhOszTpx6sFN2,"Favor","Little Oblivions","Julien Baker",2021-02-26,278213,39,mmr4r23xnc6oh1c77lysfbqg4,2021-12-23T18:36:03Z,"","Matador",0.489,0.573,5,-9.008,1,0.0266,0.725,0.216,0.0951,0.266,104.059,4
