Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
7BH0CGbRIPZsdO7LXj9SGw,"Sparrow","Hibernating Heart","The Hunts",2025-01-03,251475,22,mmr4r23xnc6oh1c77lysfbqg4,2025-01-03T14:08:10Z,"folk pop,indie folk","The Hunts",0.471,0.863,6,-4.611,1,0.0463,0.0043,0.0012,0.0805,0.274,140.582,4
4vQHIJb4R8UUvR9HFFt0Tg,"Request","Hibernating Heart","The Hunts",2025-01-03,240400,18,mmr4r23xnc6oh1c77lysfbqg4,2025-01-03T14:08:10Z,"folk pop,indie folk","The Hunts",0.35,0.558,0,-9.205,1,0.0375,0.196,0.000249,0.256,0.225,124.78,4
0Kuu0Rhtd9zGSPBEA1TIXy,"Start Again","Hibernating Heart","The Hunts",2025-01-03,214139,21,mmr4r23xnc6oh1c77lysfbqg4,2025-01-03T14:08:10Z,"folk pop,indie folk","The Hunts",0.603,0.636,2,-4.63,1,0.0303,0.00558,0.00000336,0.0566,0.602,133.979,4
0qpmP9BdPRxSsJIyDDrrRw,"Lions Roar","Hibernating Heart","The Hunts",2025-01-03,384053,18,mmr4r23xnc6oh1c77lysfbqg4,2025-01-03T14:08:10Z,"folk pop,indie folk","The Hunts",0.27,0.482,0,-8.073,1,0.03,0.597,0.000468,0.0794,0.283,91.198,4
4J7ZzeGvinZF9bwjnDRUc4,"I Do","Hibernating Heart","The Hunts",2025-01-03,164838,18,mmr4r23xnc6oh1c77lysfbqg4,2025-01-03T14:08:10Z,"folk pop,indie folk","The Hunts",0.671,0.623,0,-3.896,1,0.0245,0.616,0.0000292,0.0857,0.512,99.001,1
7pqDitcsFlvRN1hKwQ4CEH,"Life Is Good","Hibernating Heart","The Hunts",2025-01-03,204040,26,mmr4r23xnc6oh1c77lysfbqg4,2025-01-03T14:08:10Z,"folk pop,indie folk","The Hunts",0.602,0.851,0,-2.708,1,0.0296,0.00435,0,0.142,0.494,93.996,4
1d43XBpOp03KWHJ0DR2lvI,"Wild & Free","Hibernating Heart","The Hunts",2025-01-03,197492,21,mmr4r23xnc6oh1c77lysfbqg4,2025-01-03T14:08:10Z,"folk pop,indie folk","The Hunts",0.338,0.449,1,-9.455,1,0.0299,0.375,0.000374,0.108,0.342,89.458,4
61aQo1mBU1G498nBzjdDW5,"Always","Hibernating Heart","The Hunts",2025-01-03,214653,21,mmr4r23xnc6oh1c77lysfbqg4,2025-01-03T14:08:10Z,"folk pop,indie folk","The Hunts",0.311,0.322,8,-10.401,1,0.0357,0.852,0.0102,0.121,0.234,125.176,3
5fxIPGR99u0Zn77Y0Om4iO,"Fall Apart","Hibernating Heart","The Hunts",2025-01-03,302240,16,mmr4r23xnc6oh1c77lysfbqg4,2025-01-03T14:08:10Z,"folk pop,indie folk","The Hunts",0.291,0.692,0,-7.515,1,0.0356,0.0967,0.000455,0.114,0.164,146.776,3
2WdpeYtP7lOBlvRkNkFj7z,"Stowaway","Hibernating Heart","The Hunts",2025-01-03,274240,19,mmr4r23xnc6oh1c77lysfbqg4,2025-01-03T14:08:10Z,"folk pop,indie folk","The Hunts",0.33,0.289,2,-10.265,1,0.0313,0.307,0.00851,0.114,0.124,127.514,4
7CTm4iNlkaRN0MewO8HZgR,"Human","Hibernating Heart","The Hunts",2025-01-03,419539,14,mmr4r23xnc6oh1c77lysfbqg4,2025-01-03T14:08:10Z,"folk pop,indie folk","The Hunts",0.36,0.288,2,-6.938,1,0.0293,0.193,0.00908,0.0975,0.134,110.987,3
32RQX3RG3lOYYJZVYXbTlJ,"Hourglass","Grey Eyes, Grey Lynn","Jim Nothing",2024-10-18,150379,7,mmr4r23xnc6oh1c77lysfbqg4,2025-01-11T17:07:52Z,"jangle pop","Meritorio Records",0.48,0.85,7,-5.636,1,0.0327,0.014,0.64,0.245,0.585,119.998,4
0Z6MKk6JOMdBI8vXkSOJdC,"First Bite","Grey Eyes, Grey Lynn","Jim Nothing",2024-10-18,128800,4,mmr4r23xnc6oh1c77lysfbqg4,2025-01-11T17:07:52Z,"jangle pop","Meritorio Records",0.271,0.831,4,-5.447,1,0.0368,0.000043,0.0311,0.0977,0.521,150.864,4
1JX4x1SuWCObwf6SU9LuRM,"Wildflowers","Grey Eyes, Grey Lynn","Jim Nothing",2024-10-18,172653,6,mmr4r23xnc6oh1c77lysfbqg4,2025-01-11T17:07:52Z,"jangle pop","Meritorio Records",0.364,0.749,7,-5.391,1,0.0314,0.0000665,0.00000682,0.18,0.604,121.189,4
3PJ6LiIYt1uv9eQsn4V9hD,"Easter at the RSC","Grey Eyes, Grey Lynn","Jim Nothing",2024-10-18,137183,5,mmr4r23xnc6oh1c77lysfbqg4,2025-01-11T17:07:52Z,"jangle pop","Meritorio Records",0.408,0.677,5,-6.32,1,0.0291,0.388,0.648,0.0799,0.704,89.306,4
5FstTLqMFrZJEnJ2S8b4nW,"Grey Eyes, Grey Lynn","Grey Eyes, Grey Lynn","Jim Nothing",2024-10-18,205000,6,mmr4r23xnc6oh1c77lysfbqg4,2025-01-11T17:07:52Z,"jangle pop","Meritorio Records",0.571,0.608,1,-8.293,1,0.0308,0.0121,0.966,0.0681,0.855,122.124,4
3EFQGaPUj09f6HX7vuMtaf,"Can't Find It Now","Grey Eyes, Grey Lynn","Jim Nothing",2024-10-18,66840,3,mmr4r23xnc6oh1c77lysfbqg4,2025-01-11T17:07:52Z,"jangle pop","Meritorio Records",0.741,0.348,2,-8.726,1,0.0385,0.561,0,0.0866,0.704,94.533,4
2wWH8IGl6QdAxeBiUGfDCJ,"Raleigh Arena","Grey Eyes, Grey Lynn","Jim Nothing",2024-10-18,157862,5,mmr4r23xnc6oh1c77lysfbqg4,2025-01-11T17:07:52Z,"jangle pop","Meritorio Records",0.378,0.94,2,-4.947,1,0.0457,0.000264,0.136,0.0703,0.738,159.081,4
4yVL0z2pZdHOM9zyiM0kUT,"Lucky Charm","Grey Eyes, Grey Lynn","Jim Nothing",2024-10-18,167746,3,mmr4r23xnc6oh1c77lysfbqg4,2025-01-11T17:07:52Z,"jangle pop","Meritorio Records",0.367,0.887,7,-5.565,1,0.0306,0.00095,0.0115,0.441,0.694,96.146,4
35kUzAVOBmw4k8IwOa8ZVH,"The Shimmering","Grey Eyes, Grey Lynn","Jim Nothing",2024-10-18,143840,3,mmr4r23xnc6oh1c77lysfbqg4,2025-01-11T17:07:52Z,"jangle pop","Meritorio Records",0.444,0.834,5,-5.672,1,0.0317,0.0205,0.668,0.0881,0.682,106.6,4
5VNf5dGwhX0Gc7Ar77CU2n,"The Present","Grey Eyes, Grey Lynn","Jim Nothing",2024-10-18,142360,3,mmr4r23xnc6oh1c77lysfbqg4,2025-01-11T17:07:52Z,"jangle pop","Meritorio Records",0.535,0.692,2,-6.659,1,0.028,0.287,0.908,0.099,0.701,103.253,4
2V3CC9TJrKgRiRV7jwMwnv,"Sundown Clown","Grey Eyes, Grey Lynn","Jim Nothing",2024-10-18,169400,3,mmr4r23xnc6oh1c77lysfbqg4,2025-01-11T17:07:52Z,"jangle pop","Meritorio Records",0.564,0.358,10,-10.908,1,0.0298,0.196,0.938,0.093,0.383,113.978,4
14yPL47Kf2sV8Q5ckfxDlV,"Out of Reach","Grey Eyes, Grey Lynn","Jim Nothing",2024-10-18,167253,2,mmr4r23xnc6oh1c77lysfbqg4,2025-01-11T17:07:52Z,"jangle pop","Meritorio Records",0.518,0.733,2,-6.529,1,0.0281,0.278,0.905,0.0882,0.494,130.042,4
5ZSIKbXI4ypf8XqpocV6MP,"The Pass","Grey Eyes, Grey Lynn","Jim Nothing",2024-10-18,130893,2,mmr4r23xnc6oh1c77lysfbqg4,2025-01-11T17:07:52Z,"jangle pop","Meritorio Records",0.352,0.488,0,-7.058,1,0.0347,0.688,0.559,0.108,0.0695,203.833,4
1TNdQw9rHynqZ6wur56bpr,"Audacious","The Human Fear","Franz Ferdinand",2025-01-10,203692,49,mmr4r23xnc6oh1c77lysfbqg4,2025-01-11T22:36:30Z,"indie rock","Domino Recording Co",0.282,0.843,0,-4.383,1,0.0469,0.131,0.000156,0.39,0.662,158.072,4
3l3llSCdeGCrmirUFn1a06,"Everydaydreamer","The Human Fear","Franz Ferdinand",2025-01-10,192932,49,mmr4r23xnc6oh1c77lysfbqg4,2025-01-11T22:36:30Z,"indie rock","Domino Recording Co",0.699,0.656,9,-5.625,0,0.0309,0.0122,0.031,0.189,0.706,120.002,4
7hRqRm3dBsGa0a1GHtnnqs,"The Doctor","The Human Fear","Franz Ferdinand",2025-01-10,140000,47,mmr4r23xnc6oh1c77lysfbqg4,2025-01-11T22:36:30Z,"indie rock","Domino Recording Co",0.409,0.948,11,-3.301,0,0.0764,0.01,0.00000214,0.171,0.701,189.974,4
5aE5l3VnjWDNpTFGd4pRO5,"Hooked","The Human Fear","Franz Ferdinand",2025-01-10,161158,52,mmr4r23xnc6oh1c77lysfbqg4,2025-01-11T22:36:30Z,"indie rock","Domino Recording Co",0.702,0.873,0,-3.865,1,0.0775,0.00274,0.0142,0.0482,0.807,128.029,4
4GUpfFkVZ16WGcdQxtEVzU,"Build It Up","The Human Fear","Franz Ferdinand",2025-01-10,183161,50,mmr4r23xnc6oh1c77lysfbqg4,2025-01-11T22:36:30Z,"indie rock","Domino Recording Co",0.607,0.884,9,-3.855,0,0.0371,0.0476,0.00000107,0.177,0.847,89.966,4
7MEq9ql3Pt3FU0cjp6yJLA,"Night Or Day","The Human Fear","Franz Ferdinand",2025-01-10,201929,50,mmr4r23xnc6oh1c77lysfbqg4,2025-01-11T22:36:30Z,"indie rock","Domino Recording Co",0.575,0.915,9,-2.49,0,0.031,0.0863,0.00000112,0.333,0.711,97.001,4
72stNZ3yAvq6saDuPMBXgy,"Tell Me I Should Stay","The Human Fear","Franz Ferdinand",2025-01-10,285000,46,mmr4r23xnc6oh1c77lysfbqg4,2025-01-11T22:36:30Z,"indie rock","Domino Recording Co",0.387,0.702,8,-5.657,1,0.0328,0.025,0.0245,0.237,0.292,140.051,4
54ZgZ7K3oecmdSach4WQOG,"Cats","The Human Fear","Franz Ferdinand",2025-01-10,197138,45,mmr4r23xnc6oh1c77lysfbqg4,2025-01-11T22:36:30Z,"indie rock","Domino Recording Co",0.589,0.938,6,-2.836,0,0.0302,0.0135,0.0000203,0.353,0.775,110.011,4
4jTluKc51PMlxfnSDGd5K5,"Black Eyelashes","The Human Fear","Franz Ferdinand",2025-01-10,172504,45,mmr4r23xnc6oh1c77lysfbqg4,2025-01-11T22:36:30Z,"indie rock","Domino Recording Co",0.617,0.912,0,-2.013,1,0.0999,0.117,0,0.196,0.793,73.98,4
7FhKCgG9BCn8fZ4LludRKK,"Bar Lonely","The Human Fear","Franz Ferdinand",2025-01-10,185567,44,mmr4r23xnc6oh1c77lysfbqg4,2025-01-11T22:36:30Z,"indie rock","Domino Recording Co",0.528,0.931,0,-3.644,1,0.0671,0.00885,0.00157,0.321,0.485,155.865,4
0maz1wdoQFqMmsoAKeLdTS,"The Birds","The Human Fear","Franz Ferdinand",2025-01-10,196947,43,mmr4r23xnc6oh1c77lysfbqg4,2025-01-11T22:36:30Z,"indie rock","Domino Recording Co",0.671,0.98,9,-3.043,0,0.0316,0.00808,0.0000458,0.383,0.967,106.012,4
3BpU2XEMvN0XicImzJxLD7,"Scrambled Eggs","Full Moon","Moonchild Sanelly",2025-01-10,226440,29,mmr4r23xnc6oh1c77lysfbqg4,2025-01-14T00:47:05Z,"gqom","Transgressive Records",0.732,0.877,3,-3.708,0,0.0285,0.00273,0.00101,0.144,0.516,141.997,4
6R5gF9LvyhnxJqMDVlRde8,"Big Booty","Full Moon","Moonchild Sanelly",2025-01-10,211933,26,mmr4r23xnc6oh1c77lysfbqg4,2025-01-14T00:47:05Z,"gqom","Transgressive Records",0.87,0.825,10,-3.563,0,0.165,0.011,0.00337,0.657,0.598,108.003,4
5X8uymxAsoBE1729Eg1r6n,"In My Kitchen","Full Moon","Moonchild Sanelly",2025-01-10,163400,25,mmr4r23xnc6oh1c77lysfbqg4,2025-01-14T00:47:05Z,"gqom","Transgressive Records",0.684,0.563,8,-5.013,1,0.204,0.0361,0.173,0.154,0.0869,168.964,4
0tcKi1gOhmknUVwKMsPjyE,"To Kill a Single Girl (Tequila)","Full Moon","Moonchild Sanelly",2025-01-10,214560,27,mmr4r23xnc6oh1c77lysfbqg4,2025-01-14T00:47:05Z,"gqom","Transgressive Records",0.352,0.895,7,-3.982,1,0.215,0.0455,0,0.451,0.422,93.246,4
1QpccIYCJ3jm8GK3l7vHps,"Do My Dance","Full Moon","Moonchild Sanelly",2025-01-10,213360,25,mmr4r23xnc6oh1c77lysfbqg4,2025-01-14T00:47:05Z,"gqom","Transgressive Records",0.673,0.86,5,-4.231,1,0.047,0.000805,0.00244,0.117,0.543,145.916,4
1K7Cdvi2IZ1wdDtYLpGCo6,"Falling","Full Moon","Moonchild Sanelly",2025-01-10,222613,31,mmr4r23xnc6oh1c77lysfbqg4,2025-01-14T00:47:05Z,"gqom","Transgressive Records",0.413,0.698,0,-5.331,1,0.13,0.00419,0.0000216,0.327,0.21,160.016,4
4B1hTIN5dDAj2Q7mwAKu6s,"Gwara Gwara","Full Moon","Moonchild Sanelly",2025-01-10,198533,24,mmr4r23xnc6oh1c77lysfbqg4,2025-01-14T00:47:05Z,"gqom","Transgressive Records",0.764,0.769,1,-6.134,1,0.154,0.0395,0.00153,0.151,0.81,125.967,4
5l5Dc3L8mf5jPqld611RHv,"Boom","Full Moon","Moonchild Sanelly",2025-01-10,219093,22,mmr4r23xnc6oh1c77lysfbqg4,2025-01-14T00:47:05Z,"gqom","Transgressive Records",0.863,0.802,0,-5.191,1,0.174,0.0459,0.00159,0.228,0.514,127.002,4
4pOPEQdiIWCZuwPLnXuFP7,"Sweet & Savage","Full Moon","Moonchild Sanelly",2025-01-10,196906,22,mmr4r23xnc6oh1c77lysfbqg4,2025-01-14T00:47:05Z,"gqom","Transgressive Records",0.614,0.893,1,-4.275,0,0.0467,0.000607,0.559,0.423,0.727,76.01,4
0vnZfwkBd0x0zsIy19kK8x,"I Love People","Full Moon","Moonchild Sanelly",2025-01-10,138706,21,mmr4r23xnc6oh1c77lysfbqg4,2025-01-14T00:47:05Z,"gqom","Transgressive Records",0.818,0.763,8,-5.627,1,0.169,0.162,0.149,0.13,0.597,115.054,4
0HSV8ObosGfO2k4lxoUPUz,"Mntanami","Full Moon","Moonchild Sanelly",2025-01-10,253040,23,mmr4r23xnc6oh1c77lysfbqg4,2025-01-14T00:47:05Z,"gqom","Transgressive Records",0.791,0.798,8,-6.305,1,0.079,0.115,0.000382,0.224,0.625,115.026,4
6imNclWO4PSBzU1QKgfU8N,"I Was The Biggest Curse","Full Moon","Moonchild Sanelly",2025-01-10,277746,20,mmr4r23xnc6oh1c77lysfbqg4,2025-01-14T00:47:05Z,"gqom","Transgressive Records",0.687,0.933,0,-3.709,1,0.04,0.000822,0.118,0.147,0.539,129.015,4
5eAKaGCR0QEuPOxOo0zXqs,"Tambourine Dream","Balloonerism","Mac Miller",2025-01-17,33141,62,mmr4r23xnc6oh1c77lysfbqg4,2025-01-18T16:18:35Z,"","Warner Records",0.752,0.597,0,-13.563,1,0.0778,0.12,0.963,0.0884,0.747,130.142,4
1JtAIBbCgomz38qPBSJzCn,"DJ's Chord Organ (feat. SZA)","Balloonerism","Mac Miller,SZA",2025-01-17,315640,67,mmr4r23xnc6oh1c77lysfbqg4,2025-01-18T16:18:35Z,"r&b","Warner Records",0.373,0.557,9,-7.435,1,0.0977,0.55,0.375,0.263,0.16,145.689,4
1KwIDHEK3CYbHPJUTMxxNu,"Do You Have A Destination?","Balloonerism","Mac Miller",2025-01-17,204564,67,mmr4r23xnc6oh1c77lysfbqg4,2025-01-18T16:18:35Z,"","Warner Records",0.577,0.794,5,-6.85,0,0.321,0.782,0.0221,0.164,0.328,83.801,4
1xKGnsdKOh8jx8pzSZAgXE,"5 Dollar Pony Rides","Balloonerism","Mac Miller",2025-01-17,222119,70,mmr4r23xnc6oh1c77lysfbqg4,2025-01-18T16:18:35Z,"","Warner Records",0.741,0.83,11,-5.916,0,0.0853,0.259,0.00748,0.116,0.301,95.518,4
1lw3asU5xp73sdBy0rYsuK,"Friendly Hallucinations","Balloonerism","Mac Miller",2025-01-17,285805,66,mmr4r23xnc6oh1c77lysfbqg4,2025-01-18T16:18:35Z,"","Warner Records",0.582,0.512,0,-7.886,1,0.226,0.174,0,0.0947,0.397,81.509,4
5auyZ3WJq8klh6OnhzBU35,"Mrs. Deborah Downer","Balloonerism","Mac Miller",2025-01-17,244857,64,mmr4r23xnc6oh1c77lysfbqg4,2025-01-18T16:18:35Z,"","Warner Records",0.489,0.719,6,-7.17,0,0.12,0.824,0.000435,0.114,0.54,148.692,4
1e3AdX6I8gaQKjQMONn9tA,"Stoned","Balloonerism","Mac Miller",2025-01-17,243522,73,mmr4r23xnc6oh1c77lysfbqg4,2025-01-18T16:18:35Z,"","Warner Records",0.643,0.85,7,-6.46,0,0.258,0.703,0.00103,0.108,0.248,78.966,4
2VOnMNQWQ44OqHWwvXn5z6,"Shangri-La","Balloonerism","Mac Miller",2025-01-17,169273,64,mmr4r23xnc6oh1c77lysfbqg4,2025-01-18T16:18:35Z,"","Warner Records",0.493,0.595,7,-8.075,1,0.415,0.672,0.0000118,0.167,0.321,167.795,4
4pu58kqegTnOxPNJpY3kr9,"Funny Papers","Balloonerism","Mac Miller",2025-01-17,263941,72,mmr4r23xnc6oh1c77lysfbqg4,2025-01-18T16:18:35Z,"","Warner Records",0.471,0.645,0,-7.387,0,0.242,0.761,0.0035,0.111,0.224,169.24,4
6CZKqoxQxASxZOhL8BAR7q,"Excelsior","Balloonerism","Mac Miller",2025-01-17,143856,63,mmr4r23xnc6oh1c77lysfbqg4,2025-01-18T16:18:35Z,"","Warner Records",0.36,0.756,1,-7.724,1,0.547,0.634,0.0267,0.947,0.595,75.647,4
3TjgYUjG1tvQqvrfvI3LZo,"Transformations (feat. Delusional Thomas)","Balloonerism","Mac Miller,Delusional Thomas",2025-01-17,184711,61,mmr4r23xnc6oh1c77lysfbqg4,2025-01-18T16:18:35Z,"","Warner Records",0.437,0.682,0,-6.003,0,0.344,0.302,0.00000503,0.362,0.357,156.113,4
